"2022-08-19T21:57:29.210409000","1540","ATA 196","MAHOPAC",https://www.nvr.navy.mil/SHIPDETAILS/SHIPSDETAIL_*_1.HTML
"2022-08-19T23:07:12.399131000","4356","DD 513","TERRY",https://www.nvr.navy.mil/SHIPDETAILS/SHIPSDETAIL_*_2.HTML
